# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:16:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter   Description
#    01   00065     Gage height, feet
#    02   00060     Discharge, cubic feet per second
#    03   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#    07   00011     Temperature, water, degrees Fahrenheit
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00065	01_00065_cd	02_00060	02_00060_cd	03_00055	03_00055_cd	06_00010	06_00010_cd	07_00011	07_00011_cd
USGS	01103010	2015-09-25 11:30	EDT	-0.48	P	-7.4	P	-0.03	P	19.6	P	67.1	P
USGS	01103010	2015-09-25 11:45	EDT	-0.48	P	-133	P	-0.62	P	19.6	P	67.1	P
USGS	01103010	2015-09-25 12:00	EDT	-0.48	P	-39	P	-0.18	P	19.6	P	67.2	P
USGS	01103010	2015-09-25 12:15	EDT	-0.47	P	-86	P	-0.40	P	19.7	P	67.3	P
USGS	01103010	2015-09-25 12:30	EDT	-0.47	P	-86	P	-0.40	P	19.7	P	67.3	P
USGS	01103010	2015-09-25 12:45	EDT	-0.46	P	71	P	0.33	P	19.8	P	67.4	P
USGS	01103010	2015-09-25 13:00	EDT	-0.47	P	55	P	0.26	P	19.8	P	67.4	P
USGS	01103010	2015-09-25 13:15	EDT	-0.46	P	-55	P	-0.26	P	19.8	P	67.3	P
USGS	01103010	2015-09-25 13:30	EDT	-0.46	P	-7.4	P	-0.03	P	19.8	P	67.4	P
USGS	01103010	2015-09-25 13:45	EDT	-0.46	P	-39	P	-0.18	P	19.9	P	67.6	P
USGS	01103010	2015-09-25 14:00	EDT	-0.45	P	8.4	P	0.04	P	19.9	P	67.6	P
USGS	01103010	2015-09-25 14:15	EDT	-0.46	P	56	P	0.26	P	20.1	P	67.7	P
USGS	01103010	2015-09-25 14:30	EDT	-0.45	P	-134	P	-0.62	P	20.0	P	67.8	P
USGS	01103010	2015-09-25 14:45	EDT	-0.46	P	-39	P	-0.18	P	20.1	P	67.8	P
USGS	01103010	2015-09-25 15:00	EDT	-0.46	P	-55	P	-0.26	P	20.1	P	67.9	P
USGS	01103010	2015-09-25 15:15	EDT	-0.46	P	-70	P	-0.33	P	20.1	P	67.9	P
USGS	01103010	2015-09-25 15:30	EDT	-0.47	P	40	P	0.19	P	20.2	P	68.0	P
USGS	01103010	2015-09-25 15:45	EDT	-0.47	P	-39	P	-0.18	P	20.2	P	68.0	P
USGS	01103010	2015-09-25 16:00	EDT	-0.47	P	40	P	0.19	P	20.2	P	68.1	P
USGS	01103010	2015-09-25 16:15	EDT	-0.48	P	24	P	0.11	P	20.3	P	68.2	P
USGS	01103010	2015-09-25 16:30	EDT	-0.49	P	-70	P	-0.33	P	20.4	P	68.3	P
USGS	01103010	2015-09-25 16:45	EDT	-0.49	P	24	P	0.11	P	20.4	P	68.3	P
USGS	01103010	2015-09-25 17:00	EDT	-0.49	P	24	P	0.11	P	20.3	P	68.3	P
USGS	01103010	2015-09-25 17:15	EDT	-0.49	P	55	P	0.26	P	20.4	P	68.4	P
USGS	01103010	2015-09-25 17:30	EDT	-0.50	P	55	P	0.26	P	20.4	P	68.5	P
USGS	01103010	2015-09-25 17:45	EDT	-0.50	P	55	P	0.26	P	20.5	P	68.5	P
USGS	01103010	2015-09-25 18:00	EDT	-0.50	P	39	P	0.19	P	20.6	P	68.6	P
USGS	01103010	2015-09-25 18:15	EDT	-0.50	P	8.3	P	0.04	P	20.6	P	68.6	P
USGS	01103010	2015-09-25 18:30	EDT	-0.51	P	24	P	0.11	P	20.6	P	68.6	P
USGS	01103010	2015-09-25 18:45	EDT	-0.51	P	-54	P	-0.26	P	20.6	P	68.6	P
USGS	01103010	2015-09-25 19:00	EDT	-0.51	P	-7.3	P	-0.03	P	20.5	P	68.6	P
USGS	01103010	2015-09-25 19:15	EDT	-0.51	P	-54	P	-0.26	P	20.4	P	68.6	P
USGS	01103010	2015-09-25 19:30	EDT	-0.51	P	39	P	0.19	P	20.5	P	68.6	P
USGS	01103010	2015-09-25 19:45	EDT	-0.51	P	-38	P	-0.18	P	20.4	P	68.6	P
USGS	01103010	2015-09-25 20:00	EDT	-0.52	P	-116	P	-0.55	P	20.4	P	68.6	P
USGS	01103010	2015-09-25 20:15	EDT	-0.52	P	-38	P	-0.18	P	20.4	P	68.5	P
USGS	01103010	2015-09-25 20:30	EDT	-0.51	P	-85	P	-0.40	P	20.4	P	68.5	P
USGS	01103010	2015-09-25 20:45	EDT	-0.51	P	39	P	0.19	P	20.4	P	68.5	P
USGS	01103010	2015-09-25 21:00	EDT	-0.51	P	-23	P	-0.11	P	20.4	P	68.4	P
USGS	01103010	2015-09-25 21:15	EDT	-0.51	P	-7.3	P	-0.03	P	20.4	P	68.4	P
USGS	01103010	2015-09-25 21:30	EDT	-0.51	P	86	P	0.41	P	20.3	P	68.4	P
USGS	01103010	2015-09-25 21:45	EDT	-0.51	P	-7.3	P	-0.03	P	20.4	P	68.4	P
USGS	01103010	2015-09-25 22:00	EDT	-0.51	P	-7.3	P	-0.03	P	20.3	P	68.4	P
USGS	01103010	2015-09-25 22:15	EDT	-0.51	P	-38	P	-0.18	P	20.2	P	68.3	P
USGS	01103010	2015-09-25 22:30	EDT	-0.50	P	8.3	P	0.04	P	20.2	P	68.2	P
USGS	01103010	2015-09-25 22:45	EDT	-0.50	P	-7.3	P	-0.03	P	20.2	P	68.2	P
USGS	01103010	2015-09-25 23:00	EDT	-0.50	P	-117	P	-0.55	P	20.2	P	68.1	P
USGS	01103010	2015-09-25 23:15	EDT	-0.50	P	8.3	P	0.04	P	20.1	P	68.0	P
USGS	01103010	2015-09-25 23:30	EDT	-0.50	P	55	P	0.26	P	20.1	P	68.0	P
USGS	01103010	2015-09-25 23:45	EDT	-0.50	P	-163	P	-0.77	P	20.1	P	67.9	P
USGS	01103010	2015-09-26 00:00	EDT	-0.49	P	-70	P	-0.33	P	20.0	P	67.9	P
USGS	01103010	2015-09-26 00:15	EDT	-0.49	P	55	P	0.26	P	20.0	P	67.8	P
USGS	01103010	2015-09-26 00:30	EDT	-0.49	P	-39	P	-0.18	P	20.0	P	67.8	P
USGS	01103010	2015-09-26 00:45	EDT	-0.49	P	-54	P	-0.26	P	19.9	P	67.7	P
USGS	01103010	2015-09-26 01:00	EDT	-0.49	P	-54	P	-0.26	P	19.9	P	67.7	P
USGS	01103010	2015-09-26 01:15	EDT	-0.49	P	8.3	P	0.04	P	19.9	P	67.6	P
USGS	01103010	2015-09-26 01:30	EDT	-0.49	P	24	P	0.11	P	19.9	P	67.5	P
USGS	01103010	2015-09-26 01:45	EDT	-0.48	P	8.3	P	0.04	P	19.9	P	67.5	P
USGS	01103010	2015-09-26 02:00	EDT	-0.48	P	-86	P	-0.40	P	19.8	P	67.5	P
USGS	01103010	2015-09-26 02:15	EDT	-0.48	P	40	P	0.19	P	19.8	P	67.4	P
USGS	01103010	2015-09-26 02:30	EDT	-0.48	P	24	P	0.11	P	19.8	P	67.3	P
USGS	01103010	2015-09-26 02:45	EDT	-0.48	P	55	P	0.26	P	19.8	P	67.3	P
USGS	01103010	2015-09-26 03:00	EDT	-0.48	P	8.3	P	0.04	P	19.7	P	67.2	P
USGS	01103010	2015-09-26 03:15	EDT	-0.48	P	-39	P	-0.18	P	19.6	P	67.1	P
USGS	01103010	2015-09-26 03:30	EDT	-0.48	P	71	P	0.33	P	19.5	P	67.0	P
USGS	01103010	2015-09-26 03:45	EDT	-0.48	P	-23	P	-0.11	P	19.5	P	66.9	P
USGS	01103010	2015-09-26 04:00	EDT	-0.48	P	-7.4	P	-0.03	P	19.5	P	66.9	P
USGS	01103010	2015-09-26 04:15	EDT	-0.49	P	102	P	0.48	P	19.5	P	66.8	P
USGS	01103010	2015-09-26 04:30	EDT	-0.48	P	196	P	0.92	P	19.4	P	66.8	P
USGS	01103010	2015-09-26 04:45	EDT	-0.49	P	24	P	0.11	P	19.4	P	66.7	P
USGS	01103010	2015-09-26 05:00	EDT	-0.49	P	-39	P	-0.18	P	19.4	P	66.7	P
USGS	01103010	2015-09-26 05:15	EDT	-0.49	P	-39	P	-0.18	P	19.4	P	66.7	P
USGS	01103010	2015-09-26 05:30	EDT	-0.49	P	24	P	0.11	P	19.4	P	66.6	P
USGS	01103010	2015-09-26 05:45	EDT	-0.49	P	-7.4	P	-0.03	P	19.4	P	66.6	P
USGS	01103010	2015-09-26 06:00	EDT	-0.49	P	-86	P	-0.40	P	19.3	P	66.6	P
USGS	01103010	2015-09-26 06:15	EDT	-0.49	P	-39	P	-0.18	P	19.2	P	66.5	P
USGS	01103010	2015-09-26 06:30	EDT	-0.49	P	24	P	0.11	P	19.2	P	66.4	P
USGS	01103010	2015-09-26 06:45	EDT	-0.49	P	8.3	P	0.04	P	19.2	P	66.3	P
USGS	01103010	2015-09-26 07:00	EDT	-0.49	P	24	P	0.11	P	19.1	P	66.2	P
USGS	01103010	2015-09-26 07:15	EDT	-0.49	P	102	P	0.48	P	19.1	P	66.2	P
USGS	01103010	2015-09-26 07:30	EDT	-0.49	P	-101	P	-0.48	P	19.0	P	66.1	P
USGS	01103010	2015-09-26 07:45	EDT	-0.49	P	-7.4	P	-0.03	P	19.0	P	66.0	P
USGS	01103010	2015-09-26 08:00	EDT	-0.49	P	-86	P	-0.40	P	18.9	P	65.9	P
USGS	01103010	2015-09-26 08:15	EDT	-0.50	P	-85	P	-0.40	P	18.9	P	65.8	P
USGS	01103010	2015-09-26 08:30	EDT	-0.49	P	-54	P	-0.26	P	18.9	P	65.8	P
USGS	01103010	2015-09-26 08:45	EDT	-0.49	P	-7.4	P	-0.03	P	18.9	P	65.8	P
USGS	01103010	2015-09-26 09:00	EDT	-0.49	P	-54	P	-0.26	P	18.9	P	65.8	P
USGS	01103010	2015-09-26 09:15	EDT	-0.50	P	-101	P	-0.48	P	18.8	P	65.7	P
USGS	01103010	2015-09-26 09:30	EDT	-0.50	P	39	P	0.19	P	18.9	P	65.7	P
USGS	01103010	2015-09-26 09:45	EDT	-0.49	P	-70	P	-0.33	P	18.9	P	65.7	P
USGS	01103010	2015-09-26 10:00	EDT	-0.49	P	24	P	0.11	P	18.9	P	65.7	P
USGS	01103010	2015-09-26 10:15	EDT	-0.49	P	-211	P	-0.99	P	18.9	P	65.7	P
USGS	01103010	2015-09-26 10:30	EDT	-0.47	P	-7.4	P	-0.03	P	18.8	P	65.7	P
USGS	01103010	2015-09-26 10:45	EDT	-0.48	P	-117	P	-0.55	P	18.9	P	65.8	P
USGS	01103010	2015-09-26 11:00	EDT	-0.47	P	-133	P	-0.62	P	19.0	P	65.8	P
USGS	01103010	2015-09-26 11:15	EDT	-0.47	P	8.3	P	0.04	P	19.1	P	65.9	P
USGS	01103010	2015-09-26 11:30	EDT	-0.47	P	-70	P	-0.33	P	19.1	P	66.1	P
USGS	01103010	2015-09-26 11:45	EDT	-0.46	P	56	P	0.26	P	19.1	P	66.2	P
USGS	01103010	2015-09-26 12:00	EDT	-0.45	P	-23	P	-0.11	P	19.2	P	66.2	P
USGS	01103010	2015-09-26 12:15	EDT	-0.46	P	-102	P	-0.48	P	19.2	P	66.3	P
USGS	01103010	2015-09-26 12:30	EDT	-0.46	P	-165	P	-0.77	P	19.2	P	66.3	P
USGS	01103010	2015-09-26 12:45	EDT	-0.45	P	-86	P	-0.40	P	19.2	P	66.4	P
USGS	01103010	2015-09-26 13:00	EDT	-0.45	P	-118	P	-0.55	P	19.4	P	66.4	P
USGS	01103010	2015-09-26 13:15	EDT	-0.44	P	-39	P	-0.18	P	19.5	P	66.5	P
USGS	01103010	2015-09-26 13:30	EDT	-0.44	P	72	P	0.33	P	19.6	P	66.6	P
USGS	01103010	2015-09-26 13:45	EDT	-0.44	P	-71	P	-0.33	P	19.6	P	66.6	P
USGS	01103010	2015-09-26 14:00	EDT	-0.44	P	-7.4	P	-0.03	P	19.6	P	66.7	P
USGS	01103010	2015-09-26 14:15	EDT	-0.44	P	72	P	0.33	P	19.6	P	66.7	P
USGS	01103010	2015-09-26 14:30	EDT	-0.43	P	8.4	P	0.04	P	19.6	P	66.8	P
USGS	01103010	2015-09-26 14:45	EDT	-0.44	P	-39	P	-0.18	P	19.6	P	66.8	P
USGS	01103010	2015-09-26 15:00	EDT	-0.45	P	-118	P	-0.55	P	19.6	P	66.8	P
USGS	01103010	2015-09-26 15:15	EDT	-0.44	P	-23	P	-0.11	P	19.6	P	67.0	P
USGS	01103010	2015-09-26 15:30	EDT	-0.44	P	-86	P	-0.40	P	19.6	P	67.0	P
USGS	01103010	2015-09-26 15:45	EDT	-0.44	P	-23	P	-0.11	P	19.6	P	67.1	P
USGS	01103010	2015-09-26 16:00	EDT	-0.45	P	40	P	0.19	P	19.7	P	67.2	P
USGS	01103010	2015-09-26 16:15	EDT	-0.46	P	-7.4	P	-0.03	P	19.7	P	67.2	P
USGS	01103010	2015-09-26 16:30	EDT	-0.46	P	24	P	0.11	P	19.8	P	67.2	P
USGS	01103010	2015-09-26 16:45	EDT	-0.47	P	8.3	P	0.04	P	19.8	P	67.2	P
USGS	01103010	2015-09-26 17:00	EDT	-0.47	P	118	P	0.55	P	19.9	P	67.3	P
USGS	01103010	2015-09-26 17:15	EDT	-0.48	P	-86	P	-0.40	P	19.9	P	67.4	P
USGS	01103010	2015-09-26 17:30	EDT	-0.48	P	-39	P	-0.18	P	19.9	P	67.5	P
USGS	01103010	2015-09-26 17:45	EDT	-0.49	P	-39	P	-0.18	P	20.1	P	67.6	P
USGS	01103010	2015-09-26 18:00	EDT	-0.49	P	-117	P	-0.55	P	20.1	P	67.6	P
USGS	01103010	2015-09-26 18:15	EDT	-0.50	P	-70	P	-0.33	P	20.1	P	67.6	P
USGS	01103010	2015-09-26 18:30	EDT	-0.51	P	71	P	0.33	P	20.1	P	67.7	P
USGS	01103010	2015-09-26 18:45	EDT	-0.51	P	-116	P	-0.55	P	20.2	P	67.8	P
USGS	01103010	2015-09-26 19:00	EDT	-0.52	P	-7.3	P	-0.03	P	20.2	P	68.0	P
USGS	01103010	2015-09-26 19:15	EDT	-0.52	P	-38	P	-0.18	P	20.2	P	68.0	P
USGS	01103010	2015-09-26 19:30	EDT	-0.52	P	-38	P	-0.18	P	20.1	P	68.1	P
USGS	01103010	2015-09-26 19:45	EDT	-0.53	P	24	P	0.11	P	20.1	P	68.1	P
USGS	01103010	2015-09-26 20:00	EDT	-0.53	P	-54	P	-0.26	P	20.1	P	68.0	P
USGS	01103010	2015-09-26 20:15	EDT	-0.54	P	-7.3	P	-0.03	P	20.0	P	67.9	P
USGS	01103010	2015-09-26 20:30	EDT	-0.54	P	8.2	P	0.04	P	19.9	P	67.9	P
USGS	01103010	2015-09-26 20:45	EDT	-0.54	P	-23	P	-0.11	P	19.9	P	67.8	P
USGS	01103010	2015-09-26 21:00	EDT	-0.55	P	-38	P	-0.18	P	19.9	P	67.8	P
USGS	01103010	2015-09-26 21:15	EDT	-0.55	P	-23	P	-0.11	P	19.9	P	67.8	P
USGS	01103010	2015-09-26 21:30	EDT	-0.55	P	-7.3	P	-0.03	P	19.9	P	67.7	P
USGS	01103010	2015-09-26 21:45	EDT	-0.55	P	-23	P	-0.11	P	19.9	P	67.7	P
USGS	01103010	2015-09-26 22:00	EDT	-0.55	P	-7.3	P	-0.03	P	19.9	P	67.6	P
USGS	01103010	2015-09-26 22:15	EDT	-0.55	P	-69	P	-0.33	P	19.9	P	67.6	P
USGS	01103010	2015-09-26 22:30	EDT	-0.55	P	85	P	0.41	P	19.8	P	67.5	P
USGS	01103010	2015-09-26 22:45	EDT	-0.55	P	39	P	0.19	P	19.8	P	67.5	P
USGS	01103010	2015-09-26 23:00	EDT	-0.55	P	-7.3	P	-0.03	P	19.8	P	67.5	P
USGS	01103010	2015-09-26 23:15	EDT	-0.55	P	85	P	0.41	P	19.8	P	67.4	P
USGS	01103010	2015-09-26 23:30	EDT	-0.55	P	24	P	0.11	P	19.8	P	67.3	P
USGS	01103010	2015-09-26 23:45	EDT	-0.55	P	8.2	P	0.04	P	19.8	P	67.3	P
USGS	01103010	2015-09-27 00:00	EDT	-0.54	P	-38	P	-0.18	P	19.8	P	67.3	P
USGS	01103010	2015-09-27 00:15	EDT	-0.54	P	-116	P	-0.55	P	19.7	P	67.3	P
USGS	01103010	2015-09-27 00:30	EDT	-0.54	P	101	P	0.48	P	19.7	P	67.2	P
USGS	01103010	2015-09-27 00:45	EDT	-0.54	P	70	P	0.33	P	19.6	P	67.2	P
USGS	01103010	2015-09-27 01:00	EDT	-0.54	P	-131	P	-0.62	P	19.6	P	67.1	P
USGS	01103010	2015-09-27 01:15	EDT	-0.54	P	70	P	0.33	P	19.6	P	67.0	P
USGS	01103010	2015-09-27 01:30	EDT	-0.54	P	24	P	0.11	P	19.5	P	66.9	P
USGS	01103010	2015-09-27 01:45	EDT	-0.53	P	-85	P	-0.40	P	19.5	P	66.8	P
USGS	01103010	2015-09-27 02:00	EDT	-0.53	P	39	P	0.19	P	19.4	P	66.8	P
USGS	01103010	2015-09-27 02:15	EDT	-0.53	P	24	P	0.11	P	19.4	P	66.7	P
USGS	01103010	2015-09-27 02:30	EDT	-0.53	P	-7.3	P	-0.03	P	19.3	P	66.6	P
USGS	01103010	2015-09-27 02:45	EDT	-0.53	P	-23	P	-0.11	P	19.2	P	66.5	P
USGS	01103010	2015-09-27 03:00	EDT	-0.53	P	-23	P	-0.11	P	19.2	P	66.4	P
USGS	01103010	2015-09-27 03:15	EDT	-0.53	P	-7.3	P	-0.03	P	19.2	P	66.4	P
USGS	01103010	2015-09-27 03:30	EDT	-0.53	P	8.2	P	0.04	P	19.1	P	66.2	P
USGS	01103010	2015-09-27 03:45	EDT	-0.53	P	24	P	0.11	P	19.1	P	66.2	P
USGS	01103010	2015-09-27 04:00	EDT	-0.53	P	-54	P	-0.26	P	19.1	P	66.2	P
USGS	01103010	2015-09-27 04:15	EDT	-0.53	P	39	P	0.19	P	19.0	P	66.0	P
USGS	01103010	2015-09-27 04:30	EDT	-0.53	P	-7.3	P	-0.03	P	18.9	P	65.9	P
USGS	01103010	2015-09-27 04:45	EDT	-0.53	P	24	P	0.11	P	18.9	P	65.8	P
USGS	01103010	2015-09-27 05:00	EDT	-0.53	P	-54	P	-0.26	P	18.9	P	65.8	P
USGS	01103010	2015-09-27 05:15	EDT	-0.53	P	-23	P	-0.11	P	18.9	P	65.8	P
USGS	01103010	2015-09-27 05:30	EDT	-0.53	P	8.2	P	0.04	P	18.8	P	65.8	P
USGS	01103010	2015-09-27 05:45	EDT	-0.53	P	-69	P	-0.33	P	18.9	P	65.7	P
USGS	01103010	2015-09-27 06:00	EDT	-0.53	P	24	P	0.11	P	18.8	P	65.7	P
USGS	01103010	2015-09-27 06:15	EDT	-0.53	P	-38	P	-0.18	P	18.8	P	65.5	P
USGS	01103010	2015-09-27 06:30	EDT	-0.54	P	-38	P	-0.18	P	18.6	P	65.4	P
USGS	01103010	2015-09-27 06:45	EDT	-0.54	P	-23	P	-0.11	P	18.6	P	65.3	P
USGS	01103010	2015-09-27 07:00	EDT	-0.54	P	-38	P	-0.18	P	18.5	P	65.2	P
USGS	01103010	2015-09-27 07:15	EDT	-0.54	P	-7.3	P	-0.03	P	18.4	P	65.0	P
USGS	01103010	2015-09-27 07:30	EDT	-0.54	P	-85	P	-0.40	P	18.4	P	65.0	P
USGS	01103010	2015-09-27 07:45	EDT	-0.54	P	-38	P	-0.18	P	18.4	P	64.9	P
USGS	01103010	2015-09-27 08:00	EDT	-0.54	P	70	P	0.33	P	18.3	P	64.9	P
USGS	01103010	2015-09-27 08:15	EDT	-0.54	P	-38	P	-0.18	P	18.3	P	64.9	P
USGS	01103010	2015-09-27 08:30	EDT	-0.55	P	-23	P	-0.11	P			64.8	P
USGS	01103010	2015-09-27 08:45	EDT	-0.54	P	-7.3	P	-0.03	P	18.3	P	64.8	P
USGS	01103010	2015-09-27 09:00	EDT	-0.55	P	-54	P	-0.26	P	18.2	P	64.7	P
USGS	01103010	2015-09-27 09:15	EDT	-0.54	P	-23	P	-0.11	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 09:30	EDT	-0.55	P	-54	P	-0.26	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 09:45	EDT	-0.54	P	-23	P	-0.11	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 10:00	EDT	-0.54	P	-23	P	-0.11	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 10:15	EDT	-0.54	P	-69	P	-0.33	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 10:30	EDT	-0.54	P	70	P	0.33	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 10:45	EDT	-0.54	P	-85	P	-0.40	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 11:00	EDT	-0.53	P	-7.3	P	-0.03	P	18.2	P	64.6	P
USGS	01103010	2015-09-27 11:15	EDT	-0.53	P	-85	P	-0.40	P	18.3	P	64.7	P
USGS	01103010	2015-09-27 11:30	EDT	-0.53	P	-23	P	-0.11	P	18.3	P	64.7	P
USGS	01103010	2015-09-27 11:45	EDT	-0.53	P	-38	P	-0.18	P	18.4	P	64.7	P
USGS	01103010	2015-09-27 12:00	EDT	-0.52	P	-7.3	P	-0.03	P	18.4	P	64.8	P
USGS	01103010	2015-09-27 12:15	EDT	-0.52	P	24	P	0.11	P	18.6	P	64.9	P
USGS	01103010	2015-09-27 12:30	EDT	-0.51	P	-70	P	-0.33	P	18.6	P	65.0	P
USGS	01103010	2015-09-27 12:45	EDT	-0.51	P	-85	P	-0.40	P	18.6	P	65.1	P
USGS	01103010	2015-09-27 13:00	EDT	-0.51	P	-54	P	-0.26	P	18.8	P	65.2	P
USGS	01103010	2015-09-27 13:15	EDT	-0.53	P	24	P	0.11	P	18.8	P	65.1	P
USGS	01103010	2015-09-27 13:30	EDT	-0.50	P	-70	P	-0.33	P	18.8	P	65.3	P
USGS	01103010	2015-09-27 13:45	EDT	-0.49	P	102	P	0.48	P	18.9	P	65.4	P
USGS	01103010	2015-09-27 14:00	EDT	-0.49	P	-86	P	-0.40	P	19.0	P	65.8	P
USGS	01103010	2015-09-27 14:15	EDT	-0.49	P	-23	P	-0.11	P	19.1	P	65.8	P
USGS	01103010	2015-09-27 14:30	EDT	-0.48	P	-86	P	-0.40	P	19.2	P	65.9	P
USGS	01103010	2015-09-27 14:45	EDT	-0.48	P	24	P	0.11	P	19.2	P	66.0	P
USGS	01103010	2015-09-27 15:00	EDT	-0.48	P	8.3	P	0.04	P	19.2	P	65.9	P
USGS	01103010	2015-09-27 15:15	EDT	-0.47	P	55	P	0.26	P	19.3	P	66.1	P
USGS	01103010	2015-09-27 15:30	EDT	-0.47	P	-23	P	-0.11	P	19.3	P	66.1	P
USGS	01103010	2015-09-27 15:45	EDT	-0.47	P	24	P	0.11	P	19.3	P	66.2	P
USGS	01103010	2015-09-27 16:00	EDT	-0.47	P	24	P	0.11	P	19.4	P	66.3	P
USGS	01103010	2015-09-27 16:15	EDT	-0.48	P	-54	P	-0.26	P	19.5	P	66.4	P
USGS	01103010	2015-09-27 16:30	EDT	-0.48	P	-23	P	-0.11	P	19.6	P	66.5	P
USGS	01103010	2015-09-27 16:45	EDT	-0.48	P	-23	P	-0.11	P	19.6	P	66.7	P
USGS	01103010	2015-09-27 17:00	EDT	-0.48	P	-101	P	-0.48	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 17:15	EDT	-0.49	P	-70	P	-0.33	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 17:30	EDT	-0.49	P	-54	P	-0.26	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 17:45	EDT	-0.49	P	-101	P	-0.48	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 18:00	EDT	-0.49	P	-23	P	-0.11	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 18:15	EDT	-0.50	P	-39	P	-0.18	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 18:30	EDT	-0.50	P	-23	P	-0.11	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 18:45	EDT	-0.50	P	-7.3	P	-0.03	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 19:00	EDT	-0.50	P	-85	P	-0.40	P	19.6	P	66.8	P
USGS	01103010	2015-09-27 19:15	EDT	-0.51	P	-23	P	-0.11	P	19.6	P	66.9	P
USGS	01103010	2015-09-27 19:30	EDT	-0.51	P	-23	P	-0.11	P	19.6	P	66.9	P
USGS	01103010	2015-09-27 19:45	EDT	-0.51	P	-23	P	-0.11	P	19.6	P	66.9	P
USGS	01103010	2015-09-27 20:00	EDT	-0.52	P	-54	P	-0.26	P	19.6	P	67.0	P
USGS	01103010	2015-09-27 20:15	EDT	-0.52	P	-69	P	-0.33	P	19.6	P	67.0	P
USGS	01103010	2015-09-27 20:30	EDT	-0.52	P	-7.3	P	-0.03	P	19.6	P	66.9	P
USGS	01103010	2015-09-27 20:45	EDT	-0.52	P	-7.3	P	-0.03	P	19.6	P	67.0	P
USGS	01103010	2015-09-27 21:00	EDT	-0.52	P	-38	P	-0.18	P	19.5	P	67.0	P
USGS	01103010	2015-09-27 21:15	EDT	-0.52	P	86	P	0.41	P	19.5	P	67.0	P
USGS	01103010	2015-09-27 21:30	EDT	-0.52	P	24	P	0.11	P	19.5	P	67.0	P
USGS	01103010	2015-09-27 21:45	EDT	-0.52	P	70	P	0.33	P	19.5	P	66.9	P
USGS	01103010	2015-09-27 22:00	EDT	-0.52	P	70	P	0.33	P	19.5	P	66.9	P
USGS	01103010	2015-09-27 22:15	EDT	-0.53	P	-7.3	P	-0.03	P	19.4	P	66.8	P
USGS	01103010	2015-09-27 22:30	EDT	-0.52	P	8.2	P	0.04	P	19.4	P	66.8	P
USGS	01103010	2015-09-27 22:45	EDT	-0.52	P	70	P	0.33	P	19.4	P	66.7	P
USGS	01103010	2015-09-27 23:00	EDT	-0.52	P	-54	P	-0.26	P	19.4	P	66.7	P
USGS	01103010	2015-09-27 23:15	EDT	-0.52	P	101	P	0.48	P	19.4	P	66.7	P
USGS	01103010	2015-09-27 23:30	EDT	-0.52	P	70	P	0.33	P	19.4	P	66.7	P
USGS	01103010	2015-09-27 23:45	EDT	-0.52	P	-7.3	P	-0.03	P	19.4	P	66.7	P
USGS	01103010	2015-09-28 00:00	EDT	-0.52	P	-38	P	-0.18	P	19.4	P	66.7	P
USGS	01103010	2015-09-28 00:15	EDT	-0.51	P	-7.3	P	-0.03	P	19.4	P	66.7	P
USGS	01103010	2015-09-28 00:30	EDT	-0.51	P	24	P	0.11	P	19.4	P	66.7	P
USGS	01103010	2015-09-28 00:45	EDT	-0.51	P	-7.3	P	-0.03	P	19.4	P	66.6	P
USGS	01103010	2015-09-28 01:00	EDT	-0.51	P	-70	P	-0.33	P	19.4	P	66.6	P
USGS	01103010	2015-09-28 01:15	EDT	-0.51	P	-70	P	-0.33	P	19.3	P	66.5	P
USGS	01103010	2015-09-28 01:30	EDT	-0.51	P	-38	P	-0.18	P	19.2	P	66.5	P
