# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:07:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104430 HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104430
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    13   00020     00001     Temperature, air, degrees Celsius (Maximum)
#    13   00020     00002     Temperature, air, degrees Celsius (Minimum)
#    13   00020     00003     Temperature, air, degrees Celsius (Mean)
#    14   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd	13_00020_00001	13_00020_00001_cd	13_00020_00002	13_00020_00002_cd	13_00020_00003	13_00020_00003_cd	14_00045_00006	14_00045_00006_cd
USGS	01104430	2006-04-26	1.5	A	12.7	A	12.0	A	12.3	A	792	A	785	A	789	A							0.00	A
USGS	01104430	2006-04-27	1.4	A	13.2	A	11.9	A	12.5	A	794	A	787	A	791	A							0.00	A
USGS	01104430	2006-04-28	1.4	A	13.2	A	12.4	A	12.8	A	796	A	790	A	793	A							0.00	A
USGS	01104430	2006-04-29	1.3	A	14.0	A	12.4	A	13.1	A	798	A	791	A	794	A							0.00	A
USGS	01104430	2006-04-30	1.4	A	14.3	A	12.8	A	13.5	A	800	A	794	A	796	A							0.00	A
USGS	01104430	2006-05-01	1.4	A	14.4	A	13.4	A	13.8	A	802	A	796	A	799	A							0.00	A
USGS	01104430	2006-05-02	1.5	A	13.6	A	12.8	A	13.3	A	799	A	792	A	795	A							1.09	A
USGS	01104430	2006-05-03	1.6	A	12.9	A	12.6	A	12.8	A	794	A	790	A	792	A							0.26	A
USGS	01104430	2006-05-04	1.7	A	13.7	A	12.7	A	13.2	A	797	A	791	A	793	A							0.00	A
USGS	01104430	2006-05-05	1.7	A	13.7	A	13.0	A	13.3	A	797	A	792	A	794	A							0.00	A
USGS	01104430	2006-05-06	1.8	A	14.2	A	13.6	A	13.8	A	796	A	793	A	795	A							0.00	A
USGS	01104430	2006-05-07	1.9	A	14.2	A	13.4	A	13.7	A	796	A	793	A	795	A							0.00	A
USGS	01104430	2006-05-08	2.0	A	14.2	A	13.1	A	13.6	A	798	A	791	A	794	A							0.00	A
USGS	01104430	2006-05-09	2.0	A	15.2	A	13.4	A	14.3	A	802	A	791	A	795	A							0.94	A
USGS	01104430	2006-05-10	2.0	A	14.4	A	13.8	A	14.0	A	793	A	788	A	791	A							0.39	A
USGS	01104430	2006-05-11	1.8	A	14.3	A	13.7	A	13.9	A	792	A	786	A	789	A							0.05	A
USGS	01104430	2006-05-12	1.9	A	13.9	A	13.4	A	13.7	A	791	A	782	A	787	A							0.45	A
USGS	01104430	2006-05-13	2.3	A	13.5	A	12.8	A	13.2	A	784	A	768	A	776	A							2.82	A
USGS	01104430	2006-05-14	3.1	A	12.9	A	12.5	A	12.6	A	769	A	758	A	763	A							2.22	A
USGS	01104430	2006-05-15	4.0	A	12.5	A	12.2	A	12.3	A	761	A	754	A	758	A							0.24	A
USGS	01104430	2006-05-16	12	A	12.8	A	12.2	A	12.4	A	758	A	752	A	755	A							0.49	A
USGS	01104430	2006-05-17	26	A	12.5	A	12.2	A	12.3	A	758	A	750	A	754	A							0.00	A
USGS	01104430	2006-05-18	32	A	12.7	A	12.2	A	12.4	A	757	A	743	A	752	A							0.00	A
USGS	01104430	2006-05-19	34	A	13.4	A	12.6	A	13.0	A	752	A	737	A	746	A							0.76	A
USGS	01104430	2006-05-20	37	A	13.4	A	12.8	A	13.1	A	745	A	734	A	741	A							0.01	A
USGS	01104430	2006-05-21	36	A	13.5	A	13.0	A	13.3	A	743	A	726	A	737	A							0.12	A
USGS	01104430	2006-05-22	34	A	14.2	A	13.0	A	13.6	A	741	A	725	A	735	A							0.00	A
USGS	01104430	2006-05-23	31	A	14.2	A	13.6	A	13.8	A	739	A	727	A	733	A							0.00	A
USGS	01104430	2006-05-24	28	A	14.6	A	13.4	A	14.0	A	741	A	713	A	729	A							0.00	A
USGS	01104430	2006-05-25	26	A	14.3	A	13.5	A	13.9	A	746	A	713	A	731	A							0.00	A
USGS	01104430	2006-05-26	24	A	15.0	A	13.6	A	14.1	A	744	A	720	A	733	A							0.21	A
USGS	01104430	2006-05-27	24	A	17.2	A	14.8	A	15.9	A	746	A	735	A	741	A							0.10	A
USGS	01104430	2006-05-28	23	A	18.0	A	15.8	A	16.8	A	743	A	730	A	738	A							0.00	A
USGS	01104430	2006-05-29	22	A	17.4	A	15.4	A	16.2	A	743	A	729	A	737	A							0.00	A
USGS	01104430	2006-05-30	20	A	18.2	A	16.7	A	17.4	A	739	A	730	A	735	A							0.00	A
USGS	01104430	2006-05-31	19	A	17.4	A	15.6	A	16.6	A	732	A	724	A	730	A							0.00	A
USGS	01104430	2006-06-01	18	A	16.8	A	15.6	A	16.0	A	733	A	725	A	729	A							0.07	A
USGS	01104430	2006-06-02	17	A											690	A:e							0.48	A
USGS	01104430	2006-06-03	17	A:e											690	A:e							1.92	A
USGS	01104430	2006-06-04	24	A:e											690	A:e							0.12	A
USGS	01104430	2006-06-05	26	A:e											690	A:e							0.00	A
USGS	01104430	2006-06-06	24	A:e											690	A:e							0.00	A
USGS	01104430	2006-06-07	26	A:e											690	A:e							1.93	A
USGS	01104430	2006-06-08	41	A:e											690	A:e							0.21	A
USGS	01104430	2006-06-09	46	A:e											690	A:e							0.11	A
USGS	01104430	2006-06-10	45	A:e											690	A:e							0.14	A
USGS	01104430	2006-06-11	45	A:e											690	A:e							0.00	A
USGS	01104430	2006-06-12	43	A:e											690	A:e							0.00	A
USGS	01104430	2006-06-13	38	A											690	A:e							0.00	A
USGS	01104430	2006-06-14	37	A	21.2	A	18.5	A	19.9	A					691	A:e							1.60	A
USGS	01104430	2006-06-15	43	A	20.6	A	19.3	A	20.1	A					691	A:e							0.46	A
USGS	01104430	2006-06-16	41	A	21.5	A	19.0	A	20.0	A	692	A	685	A	689	A							0.00	A
USGS	01104430	2006-06-17	36	A	20.0	A	18.6	A	19.3	A	692	A	686	A	690	A							0.01	A
USGS	01104430	2006-06-18	32	A	21.2	A	19.1	A	19.9	A	694	A	686	A	691	A							0.00	A
USGS	01104430	2006-06-19	28	A	20.2	A	18.3	A	19.6	A	695	A	689	A	692	A							0.00	A
USGS	01104430	2006-06-20	25	A	21.1	A	19.5	A	20.4	A	698	A	691	A	695	A							0.02	A
USGS	01104430	2006-06-21	22	A	21.3	A	20.2	A	20.6	A	704	A	696	A	700	A							0.00	A
USGS	01104430	2006-06-22	19	A	20.2	A	18.2	A	19.4	A	703	A	694	A	700	A							0.00	A
USGS	01104430	2006-06-23	18	A	21.0	A	19.1	A	19.9	A	704	A	691	A	699	A							0.94	A
USGS	01104430	2006-06-24	22	A	21.0	A	20.7	A	20.9	A	694	A	686	A	689	A							0.46	A
USGS	01104430	2006-06-25	23	A	20.8	A	20.3	A	20.5	A	688	A	686	A	687	A							0.36	A
USGS	01104430	2006-06-26	22	A	20.3	A	19.3	A	19.8	A	688	A	666	A	679	A							0.00	A
USGS	01104430	2006-06-27	21	A	19.7	A	18.4	A	19.3	A	679	A	667	A	674	A							0.00	A
USGS	01104430	2006-06-28	19	A	19.6	A	18.7	A	19.2	A	682	A	676	A	679	A							0.09	A
USGS	01104430	2006-06-29	18	A	19.1	A	18.6	A	18.9	A	687	A	680	A	684	A							0.00	A
USGS	01104430	2006-06-30	17	A	18.8	A	18.4	A	18.6	A	693	A	685	A	689	A							0.00	A
USGS	01104430	2006-07-01	15	A	18.4	A	17.8	A	18.2	A	698	A	691	A	695	A							0.00	A
USGS	01104430	2006-07-02	14	A	17.8	A	17.3	A	17.6	A	703	A	697	A	699	A							0.00	A
USGS	01104430	2006-07-03	14	A	18.1	A	17.2	A	17.6	A	710	A	701	A	705	A							0.00	A
USGS	01104430	2006-07-04	13	A	17.6	A	17.0	A	17.2	A	709	A	703	A	707	A							0.11	A
USGS	01104430	2006-07-05	12	A	17.1	A	16.7	A	16.9	A	712	A	707	A	709	A							0.00	A
USGS	01104430	2006-07-06	12	A	16.9	A	16.4	A	16.7	A	715	A	707	A	710	A							0.18	A
USGS	01104430	2006-07-07	12	A	16.9	A	16.3	A	16.6	A	716	A	704	A	710	A							0.00	A
USGS	01104430	2006-07-08	12	A	16.9	A	16.4	A	16.6	A	713	A	706	A	710	A							0.00	A
USGS	01104430	2006-07-09	12	A	16.8	A	16.3	A	16.5	A	712	A	706	A	709	A							0.00	A
USGS	01104430	2006-07-10	12	A	17.0	A	16.3	A	16.5	A	712	A	703	A	708	A							0.00	A
USGS	01104430	2006-07-11	12	A	17.0	A	16.2	A	16.6	A	714	A	702	A	707	A							0.16	A
USGS	01104430	2006-07-12	12	A	16.9	A	16.4	A	16.7	A	710	A	703	A	707	A							0.71	A
USGS	01104430	2006-07-13	12	A	16.9	A	16.3	A	16.7	A	710	A	700	A	705	A							0.10	A
USGS	01104430	2006-07-14	12	A	16.9	A	16.3	A	16.6	A	708	A	700	A	704	A							0.00	A
USGS	01104430	2006-07-15	12	A	16.9	A	16.4	A	16.7	A	707	A	702	A	704	A							0.00	A
USGS	01104430	2006-07-16	10	A	18.2	A	16.5	A	17.3	A	707	A	702	A	704	A							0.00	A
USGS	01104430	2006-07-17	8.9	A	18.2	A	17.2	A	17.6	A	706	A	702	A	704	A							0.00	A
USGS	01104430	2006-07-18	8.9	A	18.2	A	17.4	A	17.7	A	705	A	700	A	703	A							0.00	A
USGS	01104430	2006-07-19	8.8	A	18.6	A	17.5	A	18.1	A	704	A	698	A	701	A							0.10	A
USGS	01104430	2006-07-20	8.7	A	18.3	A	17.7	A	17.9	A	705	A	699	A	702	A							0.05	A
USGS	01104430	2006-07-21	8.8	A	18.0	A	17.4	A	17.7	A	706	A	701	A	703	A							1.01	A
USGS	01104430	2006-07-22	8.9	A	17.9	A	17.5	A	17.7	A	704	A	696	A	701	A							0.15	A
USGS	01104430	2006-07-23	8.8	A	17.8	A	17.5	A	17.7	A	709	A	699	A	703	A							0.14	A
USGS	01104430	2006-07-24	8.9	A	17.9	A	17.4	A	17.6	A	706	A	698	A	702	A							0.00	A
USGS	01104430	2006-07-25	9.0	A	17.8	A	17.2	A	17.5	A	709	A	702	A	705	A							0.00	A
USGS	01104430	2006-07-26	9.0	A	17.8	A	17.4	A	17.5	A	710	A	704	A	707	A							0.00	A
USGS	01104430	2006-07-27	8.4	A	17.8	A	17.4	A	17.5	A	709	A	701	A	705	A							0.00	A
USGS	01104430	2006-07-28	8.3	A	18.2	A	17.4	A	17.7	A	707	A	698	A	704	A							1.13	A
USGS	01104430	2006-07-29	7.4	A	19.0	A	17.5	A	18.3	A	705	A	698	A	701	A							0.01	A
USGS	01104430	2006-07-30	6.9	A	19.4	A	18.4	A	18.8	A	705	A	698	A	701	A							0.00	A
USGS	01104430	2006-07-31	6.9	A	18.9	A	18.4	A	18.7	A	708	A	700	A	703	A							0.00	A
USGS	01104430	2006-08-01	7.1	A	18.9	A	18.4	A	18.6	A	708	A	702	A	704	A							0.00	A
USGS	01104430	2006-08-02	7.1	A	19.0	A	18.4	A	18.7	A	706	A	702	A	704	A							0.00	A
USGS	01104430	2006-08-03	9.2	A	18.8	A	17.5	A	18.2	A	715	A	704	A	709	A							0.00	A
USGS	01104430	2006-08-04	11	A	18.0	A	17.6	A	17.8	A	711	A	705	A	708	A							0.20	A
USGS	01104430	2006-08-05	11	A	18.3	A	17.5	A	17.7	A	710	A	701	A	707	A							0.00	A
USGS	01104430	2006-08-06	11	A	18.2	A	17.4	A	17.7	A	710	A	703	A	706	A							0.00	A
USGS	01104430	2006-08-07	11	A	18.0	A	17.4	A	17.6	A	709	A	701	A	705	A							0.11	A
USGS	01104430	2006-08-08	11	A	17.9	A	17.4	A	17.6	A	708	A	701	A	705	A							0.00	A
USGS	01104430	2006-08-09	11	A	17.8	A	17.3	A	17.6	A	707	A	701	A	703	A							0.00	A
USGS	01104430	2006-08-10	15	A	18.1	A	17.4	A	17.7	A	707	A	698	A	702	A							0.00	A
USGS	01104430	2006-08-11	17	A	18.6	A	17.7	A	18.1	A	702	A	697	A	699	A							0.00	A
USGS	01104430	2006-08-12	17	A	18.4	A	17.5	A	18.0	A	699	A	694	A	697	A							0.00	A
USGS	01104430	2006-08-13	16	A	18.6	A	17.7	A	18.1	A	697	A	691	A	694	A							0.00	A
USGS	01104430	2006-08-14	16	A	18.3	A	17.8	A	18.1	A	697	A	692	A	694	A							0.00	A
USGS	01104430	2006-08-15	16	A	18.8	A	18.0	A	18.4	A	695	A	688	A	691	A							0.69	A
USGS	01104430	2006-08-16	16	A	19.0	A	18.3	A	18.6	A	694	A	687	A	690	A							0.00	A
USGS	01104430	2006-08-17	14	A	18.9	A	17.5	A	18.3	A	697	A	687	A	692	A							0.00	A
USGS	01104430	2006-08-18	11	A	18.1	A	17.7	A	17.9	A	705	A	689	A	693	A							0.00	A
USGS	01104430	2006-08-19	11	A	18.3	A	17.7	A	18.0	A	705	A	689	A	695	A							0.00	A
USGS	01104430	2006-08-20	11	A	19.5	A	17.7	A	18.2	A	691	A	678	A	686	A							0.98	A
USGS	01104430	2006-08-21	11	A	18.7	A	17.9	A	18.3	A	693	A	679	A	684	A							0.00	A
USGS	01104430	2006-08-22	11	A	18.8	A	18.1	A	18.4	A	681	A	672	A	677	A							0.00	A
USGS	01104430	2006-08-23	11	A	19.3	A	17.7	A	18.5	A	684	A	666	A	677	A							0.00	A
USGS	01104430	2006-08-24	11	A	19.1	A	18.3	A	18.7	A	672	A	663	A	667	A							0.00	A
USGS	01104430	2006-08-25	11	A	19.0	A	18.5	A	18.7	A	665	A	660	A	662	A							1.02	A
USGS	01104430	2006-08-26	11	A	19.4	A	18.6	A	18.8	A	662	A	658	A	660	A							0.00	A
USGS	01104430	2006-08-27	5.2	A											680	A:e							0.66	A
USGS	01104430	2006-08-28	1.6	A											680	A:e							0.06	A
USGS	01104430	2006-08-29	1.6	A											680	A:e							0.22	A
USGS	01104430	2006-08-30	1.6	A											680	A:e							0.00	A
USGS	01104430	2006-08-31	1.6	A											680	A:e							0.00	A
USGS	01104430	2006-09-01	1.6	A											680	A:e							0.00	A
USGS	01104430	2006-09-02	1.5	A											680	A:e							0.01	A
USGS	01104430	2006-09-03	1.5	A											680	A:e							0.92	A
USGS	01104430	2006-09-04	1.5	A											680	A:e							0.00	A
USGS	01104430	2006-09-05	1.5	A											680	A:e							0.05	A
USGS	01104430	2006-09-06	1.5	A											680	A:e							0.01	A
USGS	01104430	2006-09-07	1.5	A											680	A:e							0.00	A
USGS	01104430	2006-09-08	1.5	A											680	A:e							0.00	A
USGS	01104430	2006-09-09	1.5	A											680	A:e							0.01	A
USGS	01104430	2006-09-10	1.5	A											680	A:e							0.00	A
USGS	01104430	2006-09-11	1.5	A											680	A:e							0.00	A
USGS	01104430	2006-09-12	1.5	A											680	A:e							0.00	A
USGS	01104430	2006-09-13	3.6	A											690	A:e							0.00	A
USGS	01104430	2006-09-14	6.6	A	18.8	A	18.4	A	18.6	A	682	A	669	A	678	A							0.59	A
USGS	01104430	2006-09-15	9.9	A	19.8	A	18.2	A	19.1	A	679	A	653	A	666	A							0.00	A
USGS	01104430	2006-09-16	17	A	19.7	A	19.3	A	19.5	A	662	A	653	A	657	A							0.00	A
USGS	01104430	2006-09-17	22	A	19.7	A	19.4	A	19.5	A	657	A	648	A	654	A							0.00	A
USGS	01104430	2006-09-18	24	A	19.6	A	19.4	A	19.5	A	656	A	647	A	654	A							0.00	A
USGS	01104430	2006-09-19	18	A	19.6	A	19.2	A	19.4	A	658	A	652	A	654	A							0.48	A
USGS	01104430	2006-09-20	14	A	19.8	A	19.2	A	19.5	A	661	A	635	A	653	A							0.23	A
USGS	01104430	2006-09-21	13	A	19.6	A	19.2	A	19.4	A	658	A	643	A	654	A							0.00	A
USGS	01104430	2006-09-22	13	A	19.5	A	19.1	A	19.3	A	655	A	633	A	652	A							0.00	A
USGS	01104430	2006-09-23	13	A	19.4	A	19.1	A	19.3	A	654	A	634	A	649	A							0.14	A
USGS	01104430	2006-09-24	13	A	19.5	A	19.2	A	19.3	A	651	A	627	A	647	A							0.00	A
USGS	01104430	2006-09-25	13	A	19.6	A	19.1	A	19.3	A	651	A	634	A	645	A							0.00	A
USGS	01104430	2006-09-26	13	A	19.2	A	18.9	A	19.1	A	645	A	639	A	642	A							0.00	A
USGS	01104430	2006-09-27	13	A	19.1	A	18.7	A	18.9	A	645	A	640	A	642	A							0.00	A
USGS	01104430	2006-09-28	13	A	19.2	A	18.6	A	18.8	A	645	A	619	A	642	A							0.00	A
USGS	01104430	2006-09-29	13	A	19.1	A	18.6	A	18.9	A	644	A	639	A	642	A							0.09	A
USGS	01104430	2006-09-30	13	A	18.6	A	18.2	A	18.4	A	642	A	622	A	641	A							0.00	A
USGS	01104430	2006-10-01	17	A	18.3	A	17.8	A	18.0	A	642	A	637	A	640	A	14.9	A	12.2	A	13.3	A	0.63	A
USGS	01104430	2006-10-02	17	A	17.8	A	17.5	A	17.6	A	640	A	638	A	639	A	18.2	A	8.8	A	13.0	A	0.00	A
USGS	01104430	2006-10-03	17	A	17.6	A	15.9	A	17.4	A	663	A	637	A	647	A	23.6	A	7.5	A	15.2	A	0.00	A
USGS	01104430	2006-10-04	17	A	17.7	A	17.4	A	17.5	A	661	A	658	A	659	A	24.8	A	12.9	A	19.0	A	0.00	A
USGS	01104430	2006-10-05	17	A	17.9	A	17.2	A	17.5	A	661	A	657	A	659	A	20.4	A	10.4	A	13.7	A	0.12	A
USGS	01104430	2006-10-06	17	A	17.6	A	17.0	A	17.3	A	662	A	658	A	659	A	13.0	A	7.7	A	10.6	A	0.00	A
USGS	01104430	2006-10-07	17	A	17.1	A	16.6	A	16.8	A	661	A	659	A	660	A	15.2	A	6.0	A	10.3	A	0.00	A
USGS	01104430	2006-10-08	17	A	16.8	A	16.5	A	16.6	A	660	A	659	A	660	A	20.4	A	3.1	A	10.5	A	0.00	A
USGS	01104430	2006-10-09	17	A	16.5	A	16.3	A	16.4	A	660	A	659	A	660	A	25.4	A	6.0	A	14.6	A	0.00	A
USGS	01104430	2006-10-10	17	A	17.4	A	16.4	A	16.8	A	662	A	658	A	660	A	19.2	A	9.6	A	13.9	A	0.00	A
USGS	01104430	2006-10-11	16	A	17.2	A	16.8	A	17.0	A	661	A	657	A	659	A	15.5	A	11.2	A	13.7	A	0.35	A
USGS	01104430	2006-10-12	16	A	17.0	A	16.5	A	16.8	A	657	A	648	A	653	A	21.8	A	12.4	A	16.8	A	1.51	A
USGS	01104430	2006-10-13	17	A	16.6	A	16.0	A	16.3	A	654	A	650	A	652	A	13.5	A	2.4	A	8.6	A	0.00	A
USGS	01104430	2006-10-14	17	A	16.1	A	15.6	A	15.8	A	652	A	650	A	651	A	15.6	A	0.3	A	7.5	A	0.00	A
USGS	01104430	2006-10-15	17	A	15.6	A	15.2	A	15.3	A	651	A	649	A	650	A	13.8	A	2.0	A	7.9	A	0.00	A
USGS	01104430	2006-10-16	13	A	15.2	A	14.6	A	14.9	A	652	A	646	A	649	A	14.7	A	1.9	A	7.4	A	0.00	A
USGS	01104430	2006-10-17	7.5	A	14.7	A	14.4	A	14.5	A	651	A	647	A	649	A	12.8	A	2.5	A	8.0	A	0.18	A
USGS	01104430	2006-10-18	7.4	A	14.8	A	14.3	A	14.5	A	651	A	647	A	649	A	20.2	A	10.1	A	14.8	A	0.08	A
USGS	01104430	2006-10-19	7.4	A	14.7	A	14.3	A	14.5	A	649	A	646	A	648	A	18.7	A	8.7	A	13.7	A	0.00	A
USGS	01104430	2006-10-20	7.4	A	14.7	A	13.9	A	14.5	A	648	A	644	A	647	A	17.3	A	6.4	A	14.3	A	0.59	A
USGS	01104430	2006-10-21	7.2	A	14.3	A	13.5	A	13.8	A	647	A	645	A	646	A	12.5	A	5.0	A	7.9	A	0.00	A
USGS	01104430	2006-10-22	7.4	A	13.7	A	13.1	A	13.4	A	647	A	645	A	646	A	14.1	A	0.2	A	7.5	A	0.00	A
USGS	01104430	2006-10-23	7.0	A	13.6	A	13.0	A	13.3	A	647	A	644	A	645	A	12.5	A	5.5	A	9.8	A	0.07	A
USGS	01104430	2006-10-24	6.4	A	13.4	A	12.8	A	13.0	A	647	A	644	A	645	A	10.9	A	5.2	A	7.9	A	0.00	A
USGS	01104430	2006-10-25	6.6	A	13.1	A	12.3	A	12.7	A	646	A	642	A	644	A	12.2	A	3.0	A	7.2	A	0.00	A
USGS	01104430	2006-10-26	6.5	A	12.5	A	11.7	A	12.2	A	646	A	641	A	644	A	9.5	A	1.5	A	6.1	A	0.00	A
USGS	01104430	2006-10-27	6.3	A	12.1	A	11.3	A	11.6	A	645	A	642	A	643	A	11.3	A	-0.8	A	4.7	A	0.00	A
USGS	01104430	2006-10-28	6.4	A	11.6	A	11.3	A	11.5	A	644	A	638	A	641	A	17.8	A	5.6	A	11.1	A	1.92	A
USGS	01104430	2006-10-29	6.6	A	11.3	A	10.8	A	11.1	A	639	A	635	A	637	A	11.5	A	6.9	A	8.7	A	0.00	A
USGS	01104430	2006-10-30	6.7	A	11.0	A	10.3	A	10.6	A	638	A	634	A	636	A	14.2	A	4.2	A	9.3	A	0.00	A
USGS	01104430	2006-10-31	6.8	A	10.7	A	10.2	A	10.4	A	636	A	633	A	635	A	20.1	A	2.3	A	12.4	A	0.00	A
USGS	01104430	2006-11-01	7.2	A	10.8	A	10.4	A	10.6	A	637	A	634	A	635	A	19.7	A	6.4	A	13.3	A	0.10	A
USGS	01104430	2006-11-02	7.2	A	10.9	A	10.3	A	10.6	A	637	A	633	A	635	A	9.5	A	0.4	A	5.7	A	0.20	A
USGS	01104430	2006-11-03	6.9	A	10.7	A	9.8	A	10.2	A	636	A	632	A	634	A	8.0	A	-2.2	A	1.9	A	0.00	A
USGS	01104430	2006-11-04	6.9	A	10.1	A	9.4	A	9.7	A	635	A	632	A	634	A	8.3	A	-3.1	A	1.3	A	0.00	A
USGS	01104430	2006-11-05	6.8	A	9.7	A	9.2	A	9.4	A	634	A	631	A	632	A	8.4	A	-3.5	A	1.3	A	0.00	A
USGS	01104430	2006-11-06	6.7	A	9.5	A	9.0	A	9.2	A	634	A	630	A	632	A	13.8	A	-1.1	A	5.1	A	0.00	A
USGS	01104430	2006-11-07	6.7	A	9.4	A	8.9	A	9.2	A	634	A	631	A	632	A	14.0	A	-0.5	A	7.5	A	0.14	A
USGS	01104430	2006-11-08	6.9	A	9.9	A	9.3	A	9.5	A	634	A	629	A	632	A	13.8	A	10.1	A	12.4	A	1.16	A
USGS	01104430	2006-11-09	6.9	A	10.0	A	9.6	A	9.8	A	632	A	625	A	629	A	19.0	A	10.2	A	13.7	A	0.12	A
USGS	01104430	2006-11-10	6.9	A	10.3	A	9.6	A	9.7	A	630	A	626	A	628	A	15.8	A	4.6	A	10.6	A	0.00	A
USGS	01104430	2006-11-11	6.5	A	10.0	A	9.6	A	9.8	A	630	A	627	A	629	A	19.0	A	2.0	A	10.5	A	0.00	A
USGS	01104430	2006-11-12	6.6	A	10.5	A	10.0	A	10.3	A	632	A	625	A	629	A	14.1	A	8.9	A	11.9	A	0.59	A
USGS	01104430	2006-11-13	5.7	A	10.6	A	10.2	A	10.4	A	628	A	624	A	626	A	12.4	A	9.1	A	10.7	A	0.76	A
USGS	01104430	2006-11-14	5.1	A	10.7	A	10.2	A	10.5	A	626	A	618	A	621	A	13.8	A	8.0	A	11.6	A	0.48	A
USGS	01104430	2006-11-15	5.2	A	10.7	A	10.2	A	10.5	A	622	A	618	A	620	A	17.2	A	8.0	A	13.8	A	0.01	A
USGS	01104430	2006-11-16	5.3	A	10.8	A	10.5	A	10.7	A	622	A	618	A	620	A	20.5	A	12.8	A	16.6	A	0.42	A
USGS	01104430	2006-11-17	6.1	A	11.2	A	10.7	A	11.0	A	621	A	616	A	618	A	19.9	A	8.6	A	16.2	A	1.06	A
USGS	01104430	2006-11-18	6.0	A	11.5	A	10.8	A	11.0	A	618	A	614	A	615	A	10.6	A	3.0	A	7.0	A	0.00	A
USGS	01104430	2006-11-19	6.1	A	11.1	A	10.7	A	10.9	A	615	A	613	A	614	A	7.4	A	3.8	A	5.9	A	0.00	A
USGS	01104430	2006-11-20	6.1	A	10.8	A	10.0	A	10.5	A	615	A	612	A	613	A	6.4	A	-1.5	A	3.8	A	0.00	A
USGS	01104430	2006-11-21	6.7	A	10.3	A	9.7	A	10	A	615	A	611	A	612	A	5.9	A	-3.6	A	0.4	A	0.00	A
USGS	01104430	2006-11-22	6.9	A	9.9	A	9.2	A	9.6	A	613	A	609	A	611	A	7.5	A	-2.0	A	3.1	A	0.00	A
USGS	01104430	2006-11-23	6.9	A	9.2	A	8.8	A	9.1	A	611	A	603	A	609	A	7.5	A	3.3	A	5.4	A	1.37	A
USGS	01104430	2006-11-24	7.2	A	9.2	A	8.5	A	8.8	A	605	A	600	A	602	A	13.4	A	1.3	A	7.8	A	0.31	A
USGS	01104430	2006-11-25	7.4	A	8.9	A	8.3	A	8.6	A	603	A	600	A	601	A	9.0	A	-0.5	A	3.3	A	0.00	A
USGS	01104430	2006-11-26	7.9	A	8.6	A	8.3	A	8.4	A	601	A	599	A	600	A	14.3	A	-0.6	A	5.6	A	0.00	A
USGS	01104430	2006-11-27	8.0	A	8.6	A	8.2	A	8.4	A	601	A	598	A	600	A	18.0	A	2.9	A	8.8	A	0.00	A
USGS	01104430	2006-11-28	12	A	8.5	A	8.2	A	8.4	A	602	A	597	A	599	A	10.2	A	3.2	A	6.5	A	0.01	A
USGS	01104430	2006-11-29	17	A	8.4	A	8.2	A	8.2	A	598	A	596	A	598	A	11.1	A	3.4	A	6.5	A	0.02	A
USGS	01104430	2006-11-30	17	A	8.6	A	8.3	A	8.4	A	599	A	596	A	597	A	19.5	A	11.1	A	15.5	A	0.00	A
USGS	01104430	2006-12-01	17	A	9.0	A	8.5	A	8.7	A	601	A	595	A	599	A	19.7	A	13.9	A	18.2	A	0.83	A
USGS	01104430	2006-12-02	17	A	9.3	A	8.9	A	9.1	A	599	A	595	A	596	A	13.9	A	2.9	A	7.1	A	0.00	A
USGS	01104430	2006-12-03	17	A	8.9	A	8.5	A	8.7	A	597	A	594	A	595	A	7.9	A	-1.8	A	3.4	A	0.00	A
